"KJENS1AP.CSF.Healthy.3"	"LD1"	"LD2"	"KJENS1AP.CSF.Alz.1"	"KJENS1AP.CSF.Park.3"	"KJENS1AP.CSF.Healthy.1"	"KJENS1AP.CSF.Healthy.4"	"KJENS1AP.CSF.Park.1"	"KJENS1AP.CSF.Alz.2"	"KJENS1RID.Urine.Healthy.2"	"MTEWA1.Serum.Healthy.2"	"MTEWA1.Serum.Healthy.3"	"MTEWA1.Plasma.Healthy.1"	"HDL_ProteinCpx_2"	"HDL_ProteinCpx_1"	"HDL_ProteinCpx_3"	"KJENS1RID.Saliva.Healthy.2"	"DWONG1.Saliva.Gastric.1"	"DWONG1.Saliva.Healthy.2"	"SADA1Ex.Plasma.Healthy.3"	"MTEWA1.Plasma.Healthy.3"	"DWONG1.Saliva.Healthy.3"	"DWONG1.Saliva.Gastric.3"	"KJENS1AP.CSF.Alz.4"	"KJENS1AP.CSF.Healthy.2"	"KJENS1aSAH.CSF.SubHem.1"	"KJENS1AP.CSF.Park.2"	"TPATE1.Plasma.Carcinoma.2"	"TPATE1.Plasma.Healthy.2"	"TPATE1.Plasma.Carcinoma.1"	"TPATE1.Plasma.Healthy.1"	"TPATE1.Plasma.Carcinoma.3"	"TPATE1.Plasma.Healthy.3"	"TPATE1.Plasma.Carcinoma.4"	"KJENS1AP.Serum.Alz.3"	"KJENS1AP.Serum.Park.1"	"KJENS1AP.Serum.Healthy.3"	"KJENS1IVH.CSF.IntHem.1"	"KJENS1aSAH.Plasma.SubHem.1"	"KJENS1RID.Plasma.Healthy.4"	"KJENS1RID.Plasma.Healthy.3"	"SADA1Ex.Plasma.Healthy.1"	"MBITZ1.Urine.NephSyn.1"	"MBITZ1.Urine.NephSyn.2"	"MTEWA1.Plasma.Healthy.2"	"MTEWA1.Serum.Healthy.1"	"KJENS1aSAH.Plasma.SubHem.3"	"KJENS1RID.Plasma.Healthy.2"	"KJENS1RID.Saliva.Healthy.1"	"KJENS1aSAH.CSF.SubHem.2"	"KJENS1AP.Serum.Healthy.2"	"SADA1pMI.Plasma.pMI.1"	"SADA1pMI.Plasma.pMI.2"	"KJENS1aSAH.CSF.SubHem.4"	"KJENS1IVH.CSF.IntHem.3"	"DWONG1.Saliva.Gastric.2"	"DWONG1.Saliva.Healthy.1"	"KJENS1AP.Serum.Park.3"	"SADA1Ex.Plasma.Healthy.2"	"KJENS1aSAH.Plasma.SubHem.2"	"KJENS1RID.Urine.Healthy.1"	"KJENS1RID.Plasma.Healthy.1"	"KJENS1IVH.CSF.IntHem.2"	"KJENS1AP.Serum.Healthy.1"	"KJENS1aSAH.CSF.SubHem.3"	"KJENS1AP.Serum.Alz.1"	"HD1"	"HD2"	"KJENS1AP.Serum.Park.2"	"KJENS1RID.Saliva.Healthy.3"	"KJENS1RID.Urine.Healthy.3"	"KJENS1AP.CSF.Alz.3"	"KJENS1AP.Serum.Alz.2"	"MBITZ1.Urine.NephSyn.3"	"SADA1pMI.Plasma.pMI.3"
"RP11-277P12.10:lincRNA"	0.0139369583969684	0.0290434436125703	0.0108113898471952	-4.58421617080824e-18	0.0422482854609883	0.0335612442980153	0	0	0	0.0154381571210023	0.0293295409833366	0	0.00464107765116959	2.27048618741799e-08	2.27048618741799e-08	2.27048618741799e-08	0.0343517539479304	0.0249110232696211	0.0182928518604542	0.161153606663488	0.0248727551082565	0.00150038366594464	0.0101599808102999	0	0.000345873023198416	0.0124347893079412	0.00719097980096162	0.00329260260111941	0.00310363804513612	0.04860410990413	0.0118082751087303	0	0.014453552983548	0.00234741083879374	0.00298352958313141	0.0244433580258213	0	0.00704091715534962	0.0203969392622926	0.0148099840078957	0	0.0169897470928393	0	0.000636623903930872	0.0214213232809346	0.0412776191851766	0.00131787240227591	6.55489859874329e-19	0.00350045377550443	0.00961793964571087	0.4249308921191	0.0212728396495472	0	0.0286446668944049	0.112553989023021	0.000959258221066421	0.00669816728330931	0.989186081346036	0.40335954377287	0.510715978919557	0.433232320132842	0.385219799046926	0.636213789223845	0.60242773941728	0.549271454080876	0.712827213372744	0.338990766301039	0.352177156408718	0.190209518842807	0.260093296030799	0.310230994376056	0.0655560430171901	0.916504269944472	0.00404523538702259	0.188342132087634
"RNU2-37P:snRNA"	0.00283841127699391	0.00703618354127865	0.00610043153340062	0.010907998294663	0.0329588132207958	0.0269534308047164	0	0	0	0.00287438962738047	0.281296446662883	0.420838529304117	0.191776728099292	0.0340889265005703	0.0345107299074191	0.0309604392479943	0.199508057296269	0.142143594809852	0.0662525959526592	0.0160518812840129	0.165358944904936	0.0721800671640702	0	0	0.0330102535598809	0.047382683527097	0.00266606594737203	6.91585284446086e-20	0.000218569391763748	0.0820148905712282	0.00888291693396925	0	0.0293853476295854	0.0257207398181944	0.0358573479955799	0.0297429278622556	0.0385014253471497	0.0158489392651139	0.0143552975217698	0.00907924625506247	0	0.0101885844186505	0.0419306147105446	0.0124542221198994	0	8.67361737988404e-19	0.00262714693781816	0	0.028296683798889	0.0785682778181028	0.133313184089102	0.0156027293283769	0.401543050743715	0.065162724801748	0.215260132836611	0.968512772403911	0.748753771957395	0.0297721126374977	0.0324696866598297	0.0539466506417986	0.0117049254890998	0.0347034828634347	0.114998880974892	0.0574508145063263	0.112318143624435	0.0244668433423853	0.120131055977678	0.117988367792892	0.169712980241909	0.067567315547903	0.0549861583207768	0.0104204139006181	0.0844235904323799	0.0154916480515559	0.304981180994763
"RNU2-33P:snRNA"	0.00388597569026126	0.00652317668604772	0.0056544172170506	0.017559895359331	0.0468535126392998	0.0418095851403482	0	0	0	0.00297439892678016	0.00189301081727864	0.0112503634204643	0.00827440985829869	0.0459407693477596	0.0464507537930686	0.0419210134625916	0.240552188308865	0.179165989992294	0.124418994965253	0.0224017862545329	0.00547742405311607	0.116168950767302	0.0457651773814536	4.33680868994202e-19	0.0441016476198154	0.0567879756419667	0.00361690134103224	1.18753310177373e-19	0	0.109232384109864	0.0117957536711937	0	0.0400280370231545	0.0350163669205576	0.047954399622986	0.0399797658395773	0.0499692215674606	0.02102712524637	0.018612182331212	0.012015949054931	0	0.0135468467492424	0.0551224426480871	0.0161169742668381	0.000160631970363376	0.00107906739646975	0.0045033021610201	0	0.0392679849053253	0.0927682301454503	0.175457957767535	0.0426201890534284	0.346873189548935	0.0796258502409819	0.265182272942732	0.959966200704922	0.742058730198315	0.040974469446985	0.0421020814015858	0.0704458475334754	0.0136900328519135	0.0442585433791177	0.142153013349442	0.0735669400811133	0.137304436346858	0.0328717494137536	0.151397564644983	0.149246403672252	0.209052126213078	0.0867411549607175	0.0674811740583399	0.013383294679773	0.109600804409709	0.0205361954917971	0.34552597316495
"RNU2-7P:snRNA"	0.00380465662290611	0.00607194921120687	0.00527287548639929	0.014611981437927	0.0445230364360879	0.0367135594939075	0	0	0	0.00332495500456685	0.00236611769046344	0.0102984330071007	0.00860058658050679	0.0470928739774425	0.0484738533032509	0.0431414795102537	0.240584940818949	0.179367901052524	0.124689499916442	0.0216611633983201	0.00567338096329904	0.116213382087719	0.0457520530416653	0	0.0439266382361588	0.0564044981048093	0.00359888231463681	8.80628436589556e-20	0	0.110450025639384	0.0122787963502817	0	0.0406591307443155	0.0355068565664798	0.0472238526606974	0.0400468114758193	0.0506505618724942	0.0213284976614651	0.0191319152672369	0.0123290898110181	0	0.013928116641598	0.0570271286513679	0.0164895016161607	0.000147193416049018	0.00117721484490658	0.00231314845384588	0	0.0385853878198494	0.0916364405321278	0.165340018387271	0.0427782162051893	0.346423668323957	0.0799675053561289	0.26553529177963	0.959887753834299	0.741983644476551	0.041537517360926	0.0440133840223806	0.0704810244326853	0.0140534606155867	0.0447001117733982	0.142108232923401	0.0743476367709725	0.137660393045605	0.0328338141280593	0.151723184314759	0.149246403672252	0.20800278058101	0.0860257249931069	0.0649798190340352	0.0136956190833531	0.109674250053026	0.0207754611814266	0.345617664106614
"RNU2-48P:snRNA"	0.00277012354306897	0.00568626709778016	0.00489978624559374	0.0146408790573763	0.0436238366805631	0.0406732053534426	0	0	0	0.00257257224384476	0.00433809072027685	0.0127728346078694	0.00899685189277079	0.058902039792566	0.0590193659745064	0.0569714364915689	0.239011211266506	0.180075759849173	0.124907097609008	0.0295450670726285	0.0137885769097911	0.115552115012862	0.044993741340811	4.33680868994202e-19	0.0431495921634459	0.0573770082678702	0.00300370937174406	1.1003297916694e-19	0.000112124869497056	0.10818367850635	0.0123556318025551	0	0.0393691840892307	0.0351980971790164	0.0466649266295987	0.0391429677327585	0.0491280972434057	0.0205248338196819	0.0176852312510537	0.0114899354443683	0	0.0126367194681126	0.0537942040589743	0.015794341179963	0.000272891119846629	0.00107572675458874	0.00357506400356121	0	0.0390233254345359	0.0911801346355846	0.171942890377809	0.0423784513174415	0.346961366976454	0.0792642904800455	0.263684699894443	0.95980514354805	0.742155022722185	0.0405538267590032	0.0398519192692596	0.0692073800682657	0.0133486696504209	0.0439452600218326	0.141961837358938	0.0730023518684722	0.136768498894736	0.0321153250863719	0.151397564644983	0.148712510325491	0.206051042636814	0.0870734180058661	0.0656640957938356	0.0129006624872628	0.10886045067984	0.0198160852965604	0.34508407571597
"RP11-256I9.2:lincRNA"	0.0132452721853197	0.0172997542641313	0.0075029879826875	-5.13402409460233e-18	0.0374481485466024	0.0182704591476518	0	0	0	0.0071447697486156	0.005852532078015	0.0118085561364948	0.0402630878524384	0.189733879949025	0.111620755528631	2.27048618741799e-08	0.0869614446241701	0.063745997397168	0.0327083671603253	0.164428359406564	0.00963881237868927	0.01136997808226	0.0105062352336014	0	0	0.00168854781258532	0.00687954822592705	0.00175778681122114	0.00277952194294743	0.0494623800852805	0.00225827171473669	0	0.0134993134653881	0	8.67361737988404e-19	0.0172406251192703	0	0.00472381093513384	0.0139939915862989	0.0143657086036087	0	0.0119345954895856	0	0.00032150044250959	0.0306370800456759	0.0382171607275721	0.00269011625329957	4.77879934398643e-19	0.0159677560580095	0.0103057386644626	0.428058862690683	0.00596138531752177	0.0100886568463278	0.0220981454807438	0.0966724923222597	0	0.0195529552108258	0.985813153564292	0.375988257613803	0.494688920879068	0.434365849016546	0.461005215343659	0.60094244238357	0.609780946254717	0.543900044557398	0.757436820720268	0.352177156408718	0.367638383366353	0.175944554098044	0.286378313667059	0.297744200024708	0.063234738470058	0.87504468372486	0.00233092981549696	0.0236372743328941
"LINC00265:lincRNA"	0.0110128784547514	2.27048618741799e-08	0.0234766805591975	-3.38486550374537e-19	0.0339243048687361	0.0456410664142519	0	0	-8.39101525541837e-20	0	0.257882483621637	0.231696034012458	0.0762188768090569	2.27048618741799e-08	2.27048618741799e-08	2.27048618741799e-08	0.142085666795509	0.178431636157914	0.225392327001627	0.262531803253649	0.0549005397695893	0.00706417451570419	0.034952055995436	-1.73472347597681e-18	3.74668143706987e-21	1.07308692022552e-18	0.00113910491502398	0.00373405689566329	0.00704081343811557	0.0137825992222613	0	0.00384661705869535	0.00224576332063519	0.00996710829497882	0	0.012918856602924	0.00585165910313372	0	0.0127486648288862	0.00336388317441148	0.0142882868032793	0	0.00328286287531094	9.33952645735374e-05	0.0100297552926099	0.0122970828388514	0	0	0.00445723393941089	0	0.128603345216176	0.00171583728631292	0.159422674693157	0	0.222852111504226	0.0297013791730015	0.0347275406628222	0.783112986249812	0.366510053711157	0.321290034122972	0.48383780143288	0.175912619431858	0.479715057161587	0.565552612679058	0.713837118959002	0.502279919740176	0.349187083361062	0.371655633251459	0.0544777139606182	0.366338518381089	0.359030844565951	0.0579202985110841	0.613543911415493	0.0399543250429247	0
"RP5-1070A16.1:lincRNA"	0.00584943782815475	2.27048618741799e-08	0.0304367169554563	0	0.0232169057588408	0.0451407481885298	0	0.00382753339962781	4.23227442922644e-20	0	0.0679268854535601	0.0353456738701419	0.0986741402521932	2.27048618741799e-08	2.27048618741799e-08	2.27048618741799e-08	0.114803030768707	0.0941092670199418	0.0893443249605584	0.0170801619982051	0.0323558303390387	0.0148334369138348	0.00672509734104263	0.0307680519279136	0.0172315081624641	0.00836333248956018	0.0124031572906825	0.022259672986744	0.0386799924828246	0.144790322952481	0.0472977092840542	0	0.0258899125086519	0.024604719751416	0.0120977975528606	0	2.16840434497101e-19	0	-2.50296343606421e-20	0	0.041471737807215	5.30356307136914e-05	0.0403174633711056	0.0136603802509723	0	0.00631769394925374	0	0.0374707490355112	0.0294754573954398	0.00432530863440793	0.0668213587255775	0.154418658628649	0	0	0	0.014423205573266	0.0083798964476614	0.313144491147704	0.311528361046286	0.277079552760763	0.323794193035824	0.546065082396832	0.54098223750735	0.378242202552753	0.416496990598058	0.651146534475869	0.498585872442126	0.529977710754371	0.305703236382582	0.873089261405878	0.972371122935057	0.0409517303525232	0.105215682447556	0.109167915590726	0
"hsa-miR-199a-3p|hsa-miR-199b-3p"	0.0255638922430847	0.00313230763353544	0.00437062726500737	0.0438802898266307	0.24550094028319	0.30456177164737	3.46944695195361e-18	1.38777878078145e-17	0	0.000412833341347258	0	0	0	0.00382228364179287	0.00549507345864592	0.00397885097284426	0.0517027197915754	0.19709452957861	0.28807429061444	0.0200337004811395	0	-1.73472347597681e-18	0	0.00893172541819406	0.0165419326751796	0.120183568691507	0	0.00530586199168326	0.00510902798888176	0.00137679555620526	0.0202936568850265	0.0356739571381809	0.0480325875111108	0.0496325241380226	0.056121327278641	0.0807736833321973	0.064050526016755	0.144876879638337	0	0.0264368966420011	0	0.0337599415357078	0.175860991557937	0.000283645019322973	0.0881682284773712	0.270963243974357	0.440475098124674	0.574686928942463	0.0142400211050263	0.0754497554698169	-1.73472347597681e-18	0.0125380876405909	0.0276282321651748	0.042023650780423	0	0.0705848784319972	0.0464608949268958	0	-3.46944695195361e-18	-1.25021466230029e-19	0.00859372575298197	1.63602146759793e-17	-1.78271467346579e-18	2.21861264936495e-19	0.0388558199505306	0	0.141665570850137	0.143708759098129	0	0.0051907917151321	0	0.0214339172113455	5.08189953073329e-19	0	0
"CTD-2501M5.1:lincRNA"	0.0115548331009635	2.27048618741799e-08	0.0190473629599063	-6.18990838042826e-18	0.0220602559912614	0.0458577765867461	0	0	0	0.0046886636419967	-1.73472347597681e-18	0.0211675729364031	0.00888745542785182	2.27048618741799e-08	2.27048618741799e-08	2.27048618741799e-08	0	0.0357825046211508	0.029430026231289	0.267721150754971	0	0.00183671181545258	0.0078017448367986	0	6.36596161885487e-21	0	0.00785230080747834	0.00536088816448686	0.00908330379810743	0.0754921920860628	0.00884814873135863	0	0.0187257882076623	0.00269636843938609	0.00892349741930632	0	0	0.000477914761374683	0.028305831453428	0.010799921293566	0	0	0	0.000746605514596996	0.00843775636209709	0.02996365854306	0.0122904326087845	9.99981482758151e-19	0	0.0224970064220246	0.285388665411593	0.0147928631616525	0	0.0251917569389817	0.0996222186268464	5.42101086242752e-20	0.00604483381456408	0.956513480326772	0.548096884654642	0.479913879417411	0.312395834741746	0.394236921455249	0.663050091885406	0.596058156319894	0.556651890368225	0.56556725772749	0.411612954047093	0.422498329243066	0.164919703003694	0.291140277506057	0.311597036140591	0.0687378366563516	1	0.00402934018155942	0.220628801404163
"RP11-539G18.2:lincRNA"	0.00711131486304952	2.27048618741799e-08	0.0207327443955105	0	0.00876960906369927	0.0310612767945227	-8.67361737988404e-19	0.0201616839549818	0.000916460854097272	0.00617899111215083	0.365682060450062	0.291695006865703	0.118957036837125	2.27048618741799e-08	2.27048618741799e-08	2.27048618741799e-08	0.11107286494865	0.304003336832998	0.35206243149715	0.159890382802506	0.219696519437846	0.0252876599690955	0.0335764628887169	0	0.00904254198525913	0.0505321950603975	0.00660354477653657	0	0.0187197517306972	0.106149889474919	0.00560197661299176	1.54207949934354e-19	0.0114477005160468	0.0106392319202576	0.00375557609932431	0.0141208878269697	0	0.00621531221966095	0.0058055653001679	0	0.0148592297433801	0.0258533278585579	-9.80641338399412e-18	0	0.00397307815480143	0	0.00859469570668025	0.00245439089613366	0.0678509547166086	0	0.188009833931351	0.166884301597824	0.00748201401381947	0	0.0615974695827336	0.070886390163329	0.00126918306600808	0.239018451667752	0.110522134625169	0.24994997595083	0.490876830320056	0.441986313768007	0.337388980898999	0.34273442756205	0.351605226152272	0.516789947978417	0.47269489188988	0.493018133309176	0.15474200863265	0.419046441149571	0.400749789681766	0.0174671685243009	0.0355642184267132	0.535639805159919	0
"AC092415.1:lincRNA"	0.00357025516886116	2.27048618741799e-08	0.0162482436890531	1.73433294812119e-18	0.0274208771469592	0.067990384870027	8.67361737988404e-19	0.00537276868359815	6.0770045139313e-20	0.000184561005661987	0.498168965423683	0.0520050108709529	0.330477300377674	2.27048618741799e-08	2.27048618741799e-08	2.27048618741799e-08	0.0415835370100607	0.169489858519472	0.153625650819281	0.104764007184338	0.221444076469363	0.0262475945315792	0.0202808504708791	0	0	0.0427250567135533	0.00317018438469373	0.010429005283871	0.015331163730946	0.102229501259288	0	0	0.0429608762223575	0.0395680330350254	0.00359277228461531	0.00678300531241232	0.0215057590048937	0.0096214591512487	0	0	0.000849268533773009	0.024354359374776	0	0.00406434670134981	0	0.00658808529136119	0.0200915273591813	0.00559214257427586	0.0411005847554581	0	0	0	0.140136569593939	0	0.00664652569482037	0.0133884557823835	0	0.31454193823624	0.105435362572048	0.226983565196035	0.238838207938668	0.123377180726451	0.354821138006931	0.412328150375607	0.337106114421203	0.567286153115123	0.393336551248345	0.413849224419387	0.319713689856844	0.385339995020794	0.477469135136402	0.0481115990079632	0.24446565216226	0.0870160820052398	1
"RP11-346D14.1:lincRNA"	0.00508509438282444	0.00412709709809488	0.00602846389069593	-3.26651808060691e-19	0.0208739862339243	0.0268125243027796	0.00210155332774775	0	-7.11716199466682e-20	0	0.411396071385085	0.108196369816066	0.293635393702508	2.27048618741799e-08	2.27048618741799e-08	2.27048618741799e-08	0.0764737751612459	0.171302648128388	0.225116253021708	0.0275570398540664	0.255083557834328	0.0211226769062478	0.0156362093653415	0	0.00762129946788617	0.0517388415802781	0.00304032756192012	0	0.00768205955412158	0.104250100595769	0.000124394449592347	3.83612549442037e-20	0.0241813497400362	0.00876789254631036	0.000761982314688681	0.00413405500279495	0	0.00241454942183381	-5.93869375721263e-19	0.00110172359251798	0	0.000112477345886043	0	0.011194850158825	0	0.017322079677709	8.67361737988404e-19	0	0.0433769865517997	0.00916202683908162	0.142287315323487	0.0343988351903302	0.0902934814208514	0	0	0.0212974456804328	0.00708462127565262	0.239140620570803	0.2293059242815	0.223036187466483	0.681436443685151	0.281080633670139	0.289797357684011	0.270111959750869	0.321688188809168	0.422218546740036	0.331889462626004	0.327676079281429	0.200558077520956	0.537140424605289	0.278292939608917	0.0372049467974345	0.205747316836966	0.226580890475235	0.749862661888013
"RP11-212P7.2:lincRNA"	0.00159901223665464	2.27048618741799e-08	0.0167876574026139	0.00959328158213464	0.0315579712813219	0.0622473503856975	0.00277475621814348	0.0133314931526878	0.00141976854853819	0.0125454334961772	0.506218809943318	0.418403766841811	0.317427193081366	0.0322870180142555	0.0293594891013608	0.0306789348090927	0.233711328702907	0.317174455705702	0.449472369182471	0.060198681363905	0.276236279577381	0.0831552295744091	0.0377930067009394	0	0.00321849273158389	0.0358769006347793	0.00380592502669135	0.00365369590826819	0.011110929883575	0.0518149671315662	0	0.00028472206140175	0.0165550263712894	0.00399576976411824	0.0167447905566031	0.00401636927327322	0.0274894122199707	0	0	0	-8.67361737988404e-19	0.026734485318644	0.0145887685700051	0.0421392249862627	0	0	0.0124489672939181	0	0	0.0431814280338928	0	0.110666073825164	0.0542849270062382	0.000146684061442867	0	0.081270080090425	0.00721484125845507	0.247964241343015	0.0522897060076223	0.159813688747387	0.347906506878797	0.33231222266601	0.298650315296455	0.22949727720637	0.304316631659012	0.38141424526836	0.536428151335608	0.555045082811208	0.12774586412532	0.524228466268715	0.254821829415601	0.0234128354788126	0.129380668063738	0.422938195532447	0.0786335535700008
"Y_RNA.555:misc_RNA"	-4.27543024801383e-20	0.338990766301039	0.336035858323	0.0572859833632312	0.0605099907444067	0	0.12284825556959	0.0837908273589535	0.133086936626189	0.00605399021067433	0.104034990811392	0	0.475142506171965	2.27048618741799e-08	2.27048618741799e-08	2.27048618741799e-08	0.0339938726818379	0.0129544470345405	2.27048618741798e-08	0	0.0294746138352409	2.27048618741799e-08	0	0	0	0.0525665282450583	0	0.0553749686198804	0.0439768083555911	0.0066724914636099	0.020342960716423	-1.18860902062751e-18	0.0334072556866903	0	0.00316643502245323	0.0296767917487987	0.0209319586904004	0.0334772299500785	0.0275262353940798	0	1.73472347597681e-18	0.0803736884777184	0.0860560060620345	0	0	0.0900207384453717	0.108792127463881	0.227873937077061	0	0.343400419731945	0	0.0197308377022503	0.00953193541273027	0.0540807224984428	0.0183655929096248	0.00680423342181936	2.27048618741799e-08	0.000463162430095657	0	0.0315333687700381	0	-6.15249509967168e-19	0	0	0.0310440428145159	0	2.27048618741799e-08	2.27048618741799e-08	0	0.0329793275436897	0.019572653604394	0	0.0199560743562476	0.0292613790908355	0
"Y_RNA.95:misc_RNA"	0.0414401010551849	0.315233199274177	0.313877851835875	0.118046699747866	0.10398911276062	0.235972926540833	0.00784217452612079	0.12172340988456	0.0493877721451551	0.023969814316198	0.558669256632481	0.358764503385574	0.763473422728166	2.27048618741799e-08	2.27048618741799e-08	2.27048618741799e-08	0.057186824606602	0.124886536321122	0.0942831237153878	2.27048618741799e-08	0	0	0.00580890630933386	0	6.93889390390723e-18	0.0184152548967192	0	0.0104086599399457	0	0	3.363841411444e-19	0.0155580335903003	0.0921078371609309	0.100665181502561	0.0128059407414406	0.0226668736450168	0.00847246257178598	0.00989909291574413	0	0.00798006229742288	0	2.27048618741799e-08	0.221052390755477	-8.01869324448409e-19	0	0.0396848299574655	0.0619190354775679	0.126068036781993	0.047476309544745	0.0321383951891679	0.0239601425627927	1.4889733793045e-18	0.128567774835835	0.0044206241320234	0.0113235125133854	0	9.29071544751943e-19	0	2.27048618741799e-08	0.0134816375639041	0	0	-1.73472347597681e-18	0	0.00258205481278244	0	2.27048618741799e-08	2.27048618741799e-08	0	0	0.0841328586984004	0	5.36868197691128e-21	0	3.46944695195361e-18
"Y_RNA.605:misc_RNA"	0.063395421161422	0.296647476403326	0.299348133164713	0.0492813959313881	0.196918223138774	0.112797771151111	0.206502492282387	0.263157102747161	0.255468638445045	0.0243961147559748	0.521158220221249	0.225574060312475	0.767679645658293	2.27048618741799e-08	2.27048618741799e-08	2.27048618741799e-08	0.0405972305055807	0.0510569153052733	0.0314535316252992	0	0.0169348764456552	0.0101162137330905	0.0147668501306052	0.0725888706343262	0	0.239839456209847	1.73472347597681e-18	0.0270868028206399	0.0532847293008739	0.0209921249330422	0.0404390508199607	0.0225617493024127	0.00449528278081334	0.0754662244289825	0.0299804752296576	0.0353451940720218	0.0286805038716694	0.00929007350051127	0.0117394718688298	0.0278066322417195	0.0248801866929848	0.0669125075765827	0.32363049973701	0	0.00729145618099379	0.0128835769296878	0.112579584662502	0.121780110584039	0.078378771648	0.0902621010429332	0.0895331739847293	0.0235006544342443	0.0537057695275891	0.0206883105115506	0.229794927369133	-1.73472347597681e-18	0	0	0	0.0402019050856232	0	0	0.0154085835024187	0	0.0689202979806277	0.00451690743274727	2.27048618741799e-08	2.27048618741799e-08	0.0565733791960194	5.18028430726014e-05	0.117176124627451	0	0	0.255158063614656	0
"Y_RNA.331:misc_RNA"	-1.66329811381809e-20	0.277217749789809	0.278020345654071	0.0959883582370876	0.170931682514938	0.358404732836923	0.0583709968144019	0.0584921637683264	0.102578842087079	0.0282122039932276	0.534996657054292	0.416416448525757	0.779295857648223	2.27048618741799e-08	2.27048618741799e-08	2.27048618741799e-08	0.0584958119723704	0.153418454733269	0.0733511508888059	2.27048618741799e-08	0	-4.33680868994202e-19	0	0	0	0.0143807102100882	4.33680868994202e-19	0.0180940682682117	0.137725837605443	0	0.0399236409512183	0.0234728035670426	3.46944695195361e-18	0.169414537163001	0.00957539177340413	0.0197853767840632	0.00673963105900916	0.0137290951717163	0	0.00776596655947717	0	2.27048618741799e-08	0.196015859374235	3.46944695195361e-18	0	0.0466950142546967	0.0490410645604369	0.115790064849878	0.0571472635909597	0.0276297800432599	0.0180461334881543	5.04722860247964e-19	0.0795307000090391	0.00277404739661722	0.0102135573119348	0.00427506994469266	2.03755824765864e-19	1.73472347597681e-18	2.27048618741799e-08	0.0169840998760784	0	0	0	0	0.00105437935122994	0.000536950685584252	2.27048618741799e-08	2.27048618741799e-08	0	0	0.0727766877243157	0	0	0.0580433800863065	0
"Y_RNA.389:misc_RNA"	0.0168056536663098	0.250332900395928	0.248602749464676	0.279247810506233	0.257812371176565	0.297710489924529	0.335969190411162	0.20776752249062	0.029612860305935	0.0145946152552354	0.0966071763305516	0	0.110872743845605	2.27048618741799e-08	2.27048618741799e-08	2.27048618741799e-08	0.0984970075718824	0.115801299425151	0	0.0748873724666303	0.0134688413496051	0.0606730955473592	0.002901307133456	0	0	0	0.00113761713985938	0.0322529942406168	0.0520814398156934	0.0141725973118481	0.116008111030403	0	0	0.107776922247996	0.0262280921283359	0.0196840582670984	0.0459922546854355	0	0.0157319771884169	0.0109755473264911	0	0.00365251983052412	0.280703428540519	0.00238696965201637	0.00712111762047083	0.00111862789824089	0.070763914198847	0.11530659470526	0	0.341795073020735	0.0135862204684684	0.000854812869939326	0.0593583643495003	0.030409467418917	0.368391398435545	0	0.0335380020104945	0	0.0588651162793012	0.0317219936856205	0	0.0681314944295152	5.09861664028821e-19	0.0135512826963321	0	3.46944695195361e-18	2.27048618741799e-08	2.27048618741799e-08	0.18257736773714	0.0811032449354894	0.0546065211182886	0	3.69577705721868e-19	0.100197234410846	0
"hsa-miR-548d-3p"	7.37515880328798e-20	0.177229376900885	0.178907413247308	1.0842021724855e-19	0.0549953017152448	0.047102691170416	0	0	-1.5885500548619e-20	2.27048618741799e-08	1.73472347597681e-18	0.00265496953218164	0	2.27048618741799e-08	2.27048618741799e-08	2.27048618741799e-08	0.00860065456402988	0.202740974543966	0.332872791978739	0.0455517534711653	0	0	0.0217554057595322	0	0	0.0152895051017469	0	0.00867074428249154	0	-1.47970320347214e-19	0.111207457051792	0	0	0.0203224896105463	0.0237116634271278	0.0375057567186271	0.043119891450187	0.0167618244290645	0.0226592455753463	0.0169524718935112	0	0.0360791812542026	0.0856602350309162	0.0136323120507832	0.0768805807850734	0.0443681297980629	0.167555783999625	0.199657798064188	0.0268833914196762	0.156719781660828	0	0.0232545849128011	0	0.0365450776643667	0.157721249245016	0	1.23344669804923e-18	0	0	-1.73472347597681e-18	2.27048618741798e-08	0	0	0.0087145906619592	0	0	2.27048618741799e-08	2.27048618741799e-08	0.0292595112977749	0.0263669434702598	2.270486187418e-08	0.00838068088055173	4.15177022177741e-19	0.0372497815813843	1.73472347597681e-18
